TransactionID,CustomerID,AccountID,TransactionDate,TransactionType,Amount,Balance,Month,MonthNum,Year
TXN00310,CUST048,ACC1048,2023-03-21,Credit,9858.34,68784.58,March,3,2023
TXN00311,CUST032,ACC1032,2023-11-12,Credit,14091.89,62319.9,November,11,2023
TXN00312,CUST018,ACC1018,2023-01-17,Debit,5620.9,51939.18,January,1,2023
TXN00313,CUST029,ACC1029,2023-08-16,Credit,12846.21,40444.39,August,8,2023
TXN00314,CUST007,ACC1007,2023-12-18,Credit,8212.54,87836.87,December,12,2023
TXN00315,CUST042,ACC1042,2023-07-03,Credit,6032.28,124998.26,July,7,2023
TXN00316,CUST013,ACC1013,2023-03-04,Credit,1465.93,21670.7,March,3,2023
TXN00317,CUST014,ACC1014,2023-11-25,Debit,8997.47,500.0,November,11,2023
TXN00318,CUST002,ACC1002,2023-01-26,Credit,3729.18,17507.69,January,1,2023
TXN00319,CUST009,ACC1009,2023-10-17,Credit,1122.29,51732.46,October,10,2023
TXN00320,CUST049,ACC1049,2023-10-11,Credit,8837.11,52513.79,October,10,2023
TXN00321,CUST015,ACC1015,2023-06-18,Credit,11850.79,53364.66,June,6,2023
TXN00322,CUST039,ACC1039,2023-01-02,Credit,12890.25,84640.24,January,1,2023
TXN00323,CUST010,ACC1010,2023-03-08,Debit,3834.75,500.0,March,3,2023
TXN00324,CUST012,ACC1012,2023-02-26,Debit,13010.07,29089.37,February,2,2023
TXN00325,CUST009,ACC1009,2023-01-08,Credit,11870.77,63603.23,January,1,2023
TXN00326,CUST016,ACC1016,2023-10-29,Credit,335.14,59006.55,October,10,2023
TXN00327,CUST017,ACC1017,2023-01-27,Credit,11151.6,109889.76,January,1,2023
TXN00328,CUST034,ACC1034,2023-02-28,Debit,1047.01,46607.06,February,2,2023
TXN00329,CUST029,ACC1029,2023-07-05,Debit,8945.62,31498.77,July,7,2023
TXN00330,CUST029,ACC1029,2023-09-15,Credit,14186.69,45685.46,September,9,2023
TXN00331,CUST003,ACC1003,2023-12-04,Debit,4594.29,33879.39,December,12,2023
TXN00332,CUST042,ACC1042,2023-01-16,Credit,14978.94,139977.2,January,1,2023
TXN00333,CUST026,ACC1026,2023-08-07,Debit,1708.63,57334.96,August,8,2023
TXN00334,CUST046,ACC1046,2023-08-16,Credit,13499.07,62253.04,August,8,2023
TXN00335,CUST021,ACC1021,2023-11-08,Credit,1078.67,71951.25,November,11,2023
TXN00336,CUST018,ACC1018,2023-11-16,Debit,8821.93,43117.25,November,11,2023
TXN00337,CUST046,ACC1046,2023-06-16,Credit,14919.95,77172.99,June,6,2023
TXN00338,CUST034,ACC1034,2023-05-31,Credit,7632.71,54239.77,May,5,2023
TXN00339,CUST028,ACC1028,2023-02-20,Debit,1804.77,33322.34,February,2,2023
TXN00340,CUST042,ACC1042,2023-11-30,Debit,10840.51,129136.69,November,11,2023
TXN00341,CUST014,ACC1014,2023-08-09,Credit,13332.56,13832.56,August,8,2023
TXN00342,CUST027,ACC1027,2023-06-23,Credit,6041.08,6541.08,June,6,2023
TXN00343,CUST047,ACC1047,2023-02-18,Credit,6458.78,33865.82,February,2,2023
TXN00344,CUST043,ACC1043,2023-05-11,Credit,14308.53,51386.5,May,5,2023
TXN00345,CUST044,ACC1044,2023-08-31,Credit,1459.25,15747.52,August,8,2023
TXN00346,CUST006,ACC1006,2023-02-17,Credit,1538.81,43598.87,February,2,2023
TXN00347,CUST048,ACC1048,2023-07-10,Credit,8389.92,77174.5,July,7,2023
TXN00348,CUST038,ACC1038,2023-10-15,Debit,5011.73,27397.15,October,10,2023
TXN00349,CUST008,ACC1008,2023-07-30,Credit,13116.75,50057.82,July,7,2023
TXN00350,CUST049,ACC1049,2023-08-05,Debit,866.55,51647.24,August,8,2023
TXN00351,CUST019,ACC1019,2023-11-04,Credit,5339.53,37123.44,November,11,2023
TXN00352,CUST037,ACC1037,2023-09-17,Credit,2405.48,115054.2,September,9,2023
TXN00353,CUST031,ACC1031,2023-04-25,Credit,5316.7,93644.19,April,4,2023
TXN00354,CUST036,ACC1036,2023-07-08,Credit,11462.82,29284.02,July,7,2023
TXN00355,CUST037,ACC1037,2023-04-26,Credit,12692.81,127747.01,April,4,2023
TXN00356,CUST050,ACC1050,2023-11-15,Debit,10157.15,11887.69,November,11,2023
TXN00357,CUST036,ACC1036,2023-01-14,Debit,13943.36,15340.66,January,1,2023
TXN00358,CUST045,ACC1045,2023-05-17,Credit,2788.2,30140.61,May,5,2023
TXN00359,CUST045,ACC1045,2023-06-08,Credit,5330.25,35470.86,June,6,2023
TXN00360,CUST012,ACC1012,2023-03-15,Debit,9894.44,19194.93,March,3,2023
TXN00361,CUST005,ACC1005,2023-03-14,Debit,9534.26,78260.43,March,3,2023
TXN00362,CUST002,ACC1002,2023-02-16,Debit,8004.19,9503.5,February,2,2023
TXN00363,CUST025,ACC1025,2023-08-03,Credit,5179.35,60546.45,August,8,2023
TXN00364,CUST024,ACC1024,2023-06-09,Debit,4933.31,500.0,June,6,2023
TXN00365,CUST037,ACC1037,2023-11-02,Credit,13261.8,141008.81,November,11,2023
TXN00366,CUST010,ACC1010,2023-03-22,Debit,841.46,500.0,March,3,2023
TXN00367,CUST006,ACC1006,2023-05-20,Credit,9962.89,53561.76,May,5,2023
TXN00368,CUST032,ACC1032,2023-11-07,Credit,6271.34,68591.24,November,11,2023
TXN00369,CUST014,ACC1014,2023-09-20,Credit,5243.08,19075.64,September,9,2023
TXN00370,CUST008,ACC1008,2023-05-26,Debit,10209.45,39848.37,May,5,2023
TXN00371,CUST032,ACC1032,2023-09-27,Debit,4695.45,63895.79,September,9,2023
TXN00372,CUST015,ACC1015,2023-07-22,Debit,916.25,52448.41,July,7,2023
TXN00373,CUST014,ACC1014,2023-06-04,Credit,11533.51,30609.15,June,6,2023
TXN00374,CUST049,ACC1049,2023-05-11,Credit,4989.02,56636.26,May,5,2023
TXN00375,CUST001,ACC1001,2023-09-12,Debit,6516.76,7875.77,September,9,2023
TXN00376,CUST009,ACC1009,2023-07-14,Debit,10584.7,53018.53,July,7,2023
TXN00377,CUST033,ACC1033,2023-10-14,Debit,12112.38,32512.3,October,10,2023
TXN00378,CUST005,ACC1005,2023-07-23,Debit,730.3,77530.13,July,7,2023
TXN00379,CUST002,ACC1002,2023-08-24,Credit,12945.44,22448.94,August,8,2023
TXN00380,CUST037,ACC1037,2023-08-08,Debit,6125.9,134882.91,August,8,2023
TXN00381,CUST041,ACC1041,2023-08-02,Credit,1816.08,41529.62,August,8,2023
TXN00382,CUST002,ACC1002,2023-06-16,Credit,12039.7,34488.64,June,6,2023
TXN00383,CUST040,ACC1040,2023-08-24,Debit,13804.57,26029.21,August,8,2023
TXN00384,CUST006,ACC1006,2023-08-12,Credit,3725.42,57287.18,August,8,2023
TXN00385,CUST038,ACC1038,2023-07-25,Debit,1271.84,26125.31,July,7,2023
TXN00386,CUST020,ACC1020,2023-06-23,Credit,5062.72,35556.2,June,6,2023
TXN00387,CUST011,ACC1011,2023-02-09,Debit,9535.05,24206.98,February,2,2023
TXN00388,CUST034,ACC1034,2023-09-19,Credit,13598.25,67838.02,September,9,2023
TXN00389,CUST023,ACC1023,2023-06-29,Debit,14377.53,41651.32,June,6,2023
TXN00390,CUST042,ACC1042,2023-03-17,Credit,1631.79,130768.48,March,3,2023
TXN00391,CUST017,ACC1017,2023-04-12,Credit,9075.74,118965.5,April,4,2023
TXN00392,CUST049,ACC1049,2023-12-02,Credit,2739.48,59375.74,December,12,2023
TXN00393,CUST050,ACC1050,2023-11-18,Credit,7012.9,18900.59,November,11,2023
TXN00394,CUST037,ACC1037,2023-10-24,Credit,10248.89,145131.8,October,10,2023
TXN00395,CUST037,ACC1037,2023-11-26,Debit,14799.33,130332.47,November,11,2023
TXN00396,CUST021,ACC1021,2023-11-18,Credit,2349.27,74300.52,November,11,2023
TXN00397,CUST005,ACC1005,2023-08-29,Credit,9507.64,87037.77,August,8,2023
TXN00398,CUST018,ACC1018,2023-10-30,Credit,5343.94,48461.19,October,10,2023
TXN00399,CUST005,ACC1005,2023-06-08,Credit,6833.52,93871.29,June,6,2023
TXN00400,CUST004,ACC1004,2023-07-08,Credit,1243.29,12849.63,July,7,2023
TXN00401,CUST006,ACC1006,2023-11-11,Debit,7655.31,49631.87,November,11,2023
TXN00402,CUST030,ACC1030,2023-10-25,Debit,14318.05,15441.57,October,10,2023
TXN00403,CUST048,ACC1048,2023-01-22,Credit,13644.84,90819.34,January,1,2023
TXN00404,CUST037,ACC1037,2023-11-30,Credit,4890.75,135223.22,November,11,2023
TXN00405,CUST031,ACC1031,2023-09-14,Credit,14370.06,108014.25,September,9,2023
TXN00406,CUST029,ACC1029,2023-02-22,Credit,14737.55,60423.01,February,2,2023
TXN00407,CUST006,ACC1006,2023-09-16,Debit,2671.13,46960.74,September,9,2023
TXN00408,CUST016,ACC1016,2023-12-29,Credit,14865.69,73872.24,December,12,2023
TXN00409,CUST034,ACC1034,2023-09-25,Debit,2465.32,65372.7,September,9,2023
TXN00410,CUST024,ACC1024,2023-05-25,Credit,6190.66,6690.66,May,5,2023
TXN00411,CUST022,ACC1022,2023-12-14,Debit,880.25,55562.94,December,12,2023
TXN00412,CUST041,ACC1041,2023-11-28,Credit,1082.09,42611.71,November,11,2023
TXN00413,CUST007,ACC1007,2023-10-13,Debit,5859.81,81977.06,October,10,2023
TXN00414,CUST017,ACC1017,2023-12-03,Debit,13111.87,105853.63,December,12,2023
TXN00415,CUST022,ACC1022,2023-02-11,Debit,9987.82,45575.12,February,2,2023
TXN00416,CUST023,ACC1023,2023-06-08,Debit,10507.35,31143.97,June,6,2023
TXN00417,CUST026,ACC1026,2023-03-08,Debit,10661.63,46673.33,March,3,2023
TXN00418,CUST006,ACC1006,2023-06-08,Debit,5712.52,41248.22,June,6,2023
TXN00419,CUST022,ACC1022,2023-03-07,Debit,10572.18,35002.94,March,3,2023
TXN00420,CUST048,ACC1048,2023-12-17,Debit,1492.45,89326.89,December,12,2023
TXN00421,CUST043,ACC1043,2023-08-05,Debit,5491.24,45895.26,August,8,2023
TXN00422,CUST024,ACC1024,2023-06-08,Credit,14272.42,20963.08,June,6,2023
TXN00423,CUST022,ACC1022,2023-09-06,Credit,3475.49,38478.43,September,9,2023
TXN00424,CUST009,ACC1009,2023-03-21,Credit,4507.3,57525.83,March,3,2023
TXN00425,CUST007,ACC1007,2023-09-17,Debit,12543.29,69433.77,September,9,2023
TXN00426,CUST034,ACC1034,2023-01-20,Debit,5117.79,60254.91,January,1,2023
TXN00427,CUST050,ACC1050,2023-11-13,Credit,8998.97,27899.56,November,11,2023
TXN00428,CUST010,ACC1010,2023-03-25,Credit,12487.04,12987.04,March,3,2023
TXN00429,CUST050,ACC1050,2023-11-16,Credit,10845.63,38745.19,November,11,2023
TXN00430,CUST003,ACC1003,2023-07-30,Credit,10177.81,44057.2,July,7,2023
TXN00431,CUST016,ACC1016,2023-08-16,Debit,4345.43,69526.81,August,8,2023
TXN00432,CUST048,ACC1048,2023-08-18,Credit,8056.77,97383.66,August,8,2023
TXN00433,CUST020,ACC1020,2023-08-29,Credit,5580.83,41137.03,August,8,2023
TXN00434,CUST037,ACC1037,2023-08-14,Credit,11564.63,146787.85,August,8,2023
TXN00435,CUST050,ACC1050,2023-07-15,Debit,7959.15,30786.04,July,7,2023
TXN00436,CUST011,ACC1011,2023-04-13,Debit,2162.14,22044.84,April,4,2023
TXN00437,CUST017,ACC1017,2023-01-27,Debit,7260.8,98592.83,January,1,2023
TXN00438,CUST024,ACC1024,2023-10-11,Credit,10699.87,31662.95,October,10,2023
TXN00439,CUST034,ACC1034,2023-03-05,Credit,1349.74,61604.65,March,3,2023
TXN00440,CUST011,ACC1011,2023-05-20,Credit,13589.06,35633.9,May,5,2023
TXN00441,CUST010,ACC1010,2023-08-12,Credit,14201.56,27188.6,August,8,2023
TXN00442,CUST015,ACC1015,2023-08-19,Credit,13964.03,66412.44,August,8,2023
TXN00443,CUST027,ACC1027,2023-01-28,Credit,7579.91,14120.99,January,1,2023
TXN00444,CUST016,ACC1016,2023-07-17,Credit,5686.2,75213.01,July,7,2023
TXN00445,CUST002,ACC1002,2023-06-13,Credit,12603.73,47092.37,June,6,2023
TXN00446,CUST042,ACC1042,2023-06-21,Credit,2150.23,132918.71,June,6,2023
TXN00447,CUST019,ACC1019,2023-08-30,Debit,12483.55,24639.89,August,8,2023
TXN00448,CUST049,ACC1049,2023-12-28,Credit,6784.16,66159.9,December,12,2023
TXN00449,CUST001,ACC1001,2023-02-10,Credit,3913.27,11789.04,February,2,2023
TXN00450,CUST010,ACC1010,2023-10-08,Debit,9172.31,18016.29,October,10,2023
TXN00451,CUST028,ACC1028,2023-02-26,Credit,3640.84,36963.18,February,2,2023
TXN00452,CUST008,ACC1008,2023-01-25,Credit,6355.4,46203.77,January,1,2023
TXN00453,CUST040,ACC1040,2023-08-23,Credit,1751.78,27780.99,August,8,2023
TXN00454,CUST032,ACC1032,2023-11-02,Debit,344.89,63550.9,November,11,2023
TXN00455,CUST033,ACC1033,2023-10-22,Credit,10806.31,43318.61,October,10,2023
TXN00456,CUST019,ACC1019,2023-08-08,Credit,9260.66,33900.55,August,8,2023
TXN00457,CUST016,ACC1016,2023-10-20,Credit,2890.98,78103.99,October,10,2023
TXN00458,CUST043,ACC1043,2023-02-13,Debit,14622.35,31272.91,February,2,2023
TXN00459,CUST005,ACC1005,2023-09-27,Debit,7659.18,86212.11,September,9,2023
TXN00460,CUST033,ACC1033,2023-10-11,Credit,5917.76,49236.37,October,10,2023
TXN00461,CUST031,ACC1031,2023-01-23,Debit,5864.53,102149.72,January,1,2023
TXN00462,CUST024,ACC1024,2023-05-10,Debit,342.01,31320.94,May,5,2023
TXN00463,CUST005,ACC1005,2023-06-26,Credit,11020.82,97232.93,June,6,2023
TXN00464,CUST041,ACC1041,2023-02-23,Debit,11054.29,31557.42,February,2,2023
TXN00465,CUST022,ACC1022,2023-03-10,Credit,5349.26,43827.69,March,3,2023
TXN00466,CUST022,ACC1022,2023-11-26,Credit,12472.72,56300.41,November,11,2023
TXN00467,CUST044,ACC1044,2023-08-26,Debit,7230.11,8517.41,August,8,2023
TXN00468,CUST012,ACC1012,2023-03-11,Credit,10769.07,29964.0,March,3,2023
TXN00469,CUST030,ACC1030,2023-01-19,Credit,3103.71,18545.28,January,1,2023
TXN00470,CUST013,ACC1013,2023-01-22,Credit,14007.23,35677.93,January,1,2023
TXN00471,CUST033,ACC1033,2023-07-23,Debit,7153.66,42082.71,July,7,2023
TXN00472,CUST003,ACC1003,2023-11-28,Credit,4363.05,48420.25,November,11,2023
TXN00473,CUST050,ACC1050,2023-01-25,Debit,5045.68,25740.36,January,1,2023
TXN00474,CUST008,ACC1008,2023-07-08,Credit,13353.35,59557.12,July,7,2023
TXN00475,CUST048,ACC1048,2023-08-14,Credit,5151.65,102535.31,August,8,2023
TXN00476,CUST012,ACC1012,2023-09-12,Debit,7513.1,22450.9,September,9,2023
TXN00477,CUST034,ACC1034,2023-05-17,Credit,10933.51,72538.16,May,5,2023
TXN00478,CUST006,ACC1006,2023-08-09,Debit,14926.96,26321.26,August,8,2023
TXN00479,CUST012,ACC1012,2023-10-07,Credit,4886.05,27336.95,October,10,2023
TXN00480,CUST006,ACC1006,2023-06-17,Debit,4505.04,21816.22,June,6,2023
TXN00481,CUST029,ACC1029,2023-11-05,Debit,6449.13,53973.88,November,11,2023
TXN00482,CUST045,ACC1045,2023-08-16,Credit,6762.23,42233.09,August,8,2023
TXN00483,CUST047,ACC1047,2023-06-30,Debit,14972.44,18893.38,June,6,2023
TXN00484,CUST018,ACC1018,2023-11-24,Credit,1218.11,49679.3,November,11,2023
TXN00485,CUST041,ACC1041,2023-07-27,Credit,7744.98,39302.4,July,7,2023
TXN00486,CUST048,ACC1048,2023-12-14,Credit,14296.56,116831.87,December,12,2023
TXN00487,CUST010,ACC1010,2023-11-08,Debit,11741.55,6274.74,November,11,2023
TXN00488,CUST003,ACC1003,2023-03-06,Credit,3616.33,52036.58,March,3,2023
TXN00489,CUST042,ACC1042,2023-07-07,Credit,5804.53,138723.24,July,7,2023
TXN00490,CUST037,ACC1037,2023-01-17,Debit,2386.23,144401.62,January,1,2023
TXN00491,CUST029,ACC1029,2023-07-09,Credit,6714.7,60688.58,July,7,2023
TXN00492,CUST005,ACC1005,2023-10-21,Credit,7988.95,105221.88,October,10,2023
TXN00493,CUST026,ACC1026,2023-06-10,Debit,4252.48,42420.85,June,6,2023
TXN00494,CUST008,ACC1008,2023-01-14,Debit,2872.12,56685.0,January,1,2023
TXN00495,CUST034,ACC1034,2023-07-18,Debit,1854.64,70683.52,July,7,2023
TXN00496,CUST050,ACC1050,2023-05-14,Debit,6749.47,18990.89,May,5,2023
TXN00497,CUST040,ACC1040,2023-05-27,Debit,13755.54,14025.45,May,5,2023
TXN00498,CUST032,ACC1032,2023-04-13,Credit,2122.35,65673.25,April,4,2023
TXN00499,CUST005,ACC1005,2023-08-20,Credit,13490.32,118712.2,August,8,2023
TXN00500,CUST029,ACC1029,2023-02-14,Debit,14516.66,46171.92,February,2,2023
